id," ""tweet""",class
666021616690724866,"#دولة_الخلافة 
#ولاية_الأنبار 
#صور_من_أرض_الخلافة 
إحدى محطات ضخ وتنقية مياه الشرب
https://t.co/IHEU0j4LWD https://t.co/EzjhBBXasM",1
554002228789665792,(اصلوها فاصبروا أو لا تصبروا سواء عليكم إنما تجزون ما كنتم تعملون) [الطور:16] http://t.co/0HGgn8t8f6,1
711923060669083648,"يقولون انجلدنا واحنا صغار .. والحمدلله أمورنا طيبة!
الحمدلله أنكم استطعتم تجاوز الآثار، ولكن كثير من الأطفال تعقدت حياتهم!
#جلد_العم_معيض",1
562207871874498560,RT @MT_SS1: 6 - بعض من تغريداتها http://t.co/v0BPN9pDpD,1
710812064185450496,"RT @vanishedakh: Des dons, des duaa, tout ce que vous pouvez... Puisse Allah soit satisfait de son âme. RT RT https://t.co/OwbtY9kheZ",1
712273078773010433,"RT @rouzya: ما زال في نظري اعتقاد الطفولة .. إنه ملاك
تقبله الله في زمرة الصالحين الصادقين وأكرمه بالفردوس الأعلى ❤ https://t.co/OKMobkmMZj",1
555954436594741248,"Zina is a capital punishment, if you're caught or confess the Punishment will be handed down. There is NO DIFFERENCE BETWEEN A MAN & A WOMEN",1
555077615988391936,"اللهم إني أعوذ بك من منكرات الأخلاق ، والأعمال والأهواء
http://t.co/bgfGbVYtbp",1
734420163970408448,RT @167_pasm: @AppleSUX @xSa3iidxx وهذا هو زوجك المصون https://t.co/LSKBAA3ERl,1
711888220854865920,"#وكالة_اعماق
#مريغل و #الطوقلي في ريف #حلب الشمالي بعد اعادة السيطرة عليهما من قبل الدولة
https://t.co/KHiBSxSe4j https://t.co/zV59hQLv33",1
666020314342686720,"RT @wafa_tnt3: اليوم مدينة #درنة شهدت اشتباكات عنيفة منذ الفجر
كان باعتقاد صحوات درنة أنهم سينهون المعركة ولكن أسآد دولتي كالعادة يسطرون الملاحم وهذا فضل >",1
745568595304906752,"@001_xeroxxxxxx @KhalidGhazali_1 true, that is what Allah says in quran. I get what you are saying akhi.",1
564189149822214144,RT @MassDeception1: http://t.co/Ziyc5OQLuZ,1
555165844003897347,RT @InviteToIslam: We will soon add a live chat feature on http://t.co/JW4g4kJhkY operated by the @eDialogueCenter team who have over 60 professional du'at,1
564527562400231424,"@bstock701 if the debt is written off - then no need to pay back. if no inheritors, then the khalifah will be guarantor for all debts",1
567949998597533696,Pls support and retweet @ElSomalee his previous account was suspended but Alhamdulilah he is back.,1
556388278837186560,السلام عليكم ورحمة الله http://t.co/ZVgFbAHJdZ,1
734524154179883009,"RT @MarkJournal_01: RT for support. Djazzakom Allah.

Regards,

Fjodor.",1
563213346863079425,"RT @ExposeFalsehood: @AbuAlbaraaSham above all, he's an actor  (like him); he was on Star Trek once.",1
561693761437433856,"RT @AbbsWinston: Zionism is NOT Judaism
#Respect http://t.co/lirm3mdOKN",1
571048607815741440,RT @as_1870: نحتاج فريق استخباراتي في تويتر يرصد أي عملية جمع وحصر لحسابات الأنصار :),1
607723554336047104,@_LaDy_GhUrAbA_  😨😨😨,1
665304611511664640,RT @BiladFransa: Le président @fhollande a annoncé la fermeture des frontières. #fusillades #Paris,1
564905950591844352,"RT @TraditionalJews: JERUSALEM: Protests on Kikar Shbbos after anti-Zionist students arrested 4 not showing up to Zionist IDF recruitment.
http://t.co/MeCWG9XCnM",1
553519435550826496,"#PT Now you know how possible it is to take their lands for Allah, and annex to caliphate. Remember, Turkey will fall with takbir alone.",1
554744914089877504,اللهم توفنى و انت راض عنى,1
555034011312345089,"@Haliisheikh @WWitness99 #IS has way more people with knowledge, they know if this is permissible or not.",1
561630795673395203,@takbirjihaadi http://t.co/EGLda4QY1B,1
709641698511560704,"#The_Islamic_Sate will now be a formidable force in #Syria, all groups-JN/Ahrar etc will be given ultimatum-
EITHER BE WITH US OR AGAINST US",1
734399143158898688,RT @turshanraja1: الجليل .... في فلسطين انها جنة الأرض https://t.co/q8xE01bZ7y,1
710670721416962049,"RT @1Ak187: ""An American Muslim is more beloved to me than an Arab Mushrik even if he came from the same mother.""

Abu Musab az Zarqawi",1
571853687691325441,"RT @ahmadmusajibril: Never miss Fajr:
 
Its 2 Fard grants u ALLAH'S protection
Its 2 Sunnah are better than this world & what's in it
Its Koran is ever witnessed",1
553551466557108226,"@archicivilians it is not only #JAN !
many other groups are taking share in this operation including #FSA groups .. stop this propaganda",1
553683443104890881,"غزوة #شارلي_ايبدو المباركة إضافةً لكونها ثأرت لحبيبنا المصطفي وشفت صدور الموحدين
كذلك هي فضحت بلاعمة السوء وكشفت كذب إدعاء حبهم لأشرف الخلق",1
666694659440275456,#Merkel exfiltre du stade,1
662683794521104385,@ImranGetu4 @Al_Amriki7954 #islamicstate #caliphate #cubs,1
562538512587956225,Ay Binti Kashmir (O! Daughter of Kashmir) WELL DRINK THE BLOOD OF INDIAN ARMY  http://t.co/DIEf9gGkHk,1
562726925509361664,"RT @katfqanoni203: من هو معاذ؟
طيارأردني
يعني مسلم؟
وش جابه للرقة؟
ينفذطلعات للتحالف
أي تحالف؟
الأمريكي العربي
يعني مرتد؟
وليش قتلوه؟
ياليييل ما اطولك....",1
555352651483717633,"RT @GenjuroKibagami: #WhoIsMuhammad
Inilah Nabi Muhammad صلى ا لله عليه وسلم menurut Tokoh-tokoh
http://t.co/3tnzjScIFK",1
561607866197364736,@Detectives_88 ترى ما خرب على الشعب الى المتجنسين ومهما صار يمدحون ويحبون ال سلول حتى لو وضع مراقص وخمور #حقيقه http://t.co/TAc53A7H8w,1
561861256806547456,"RT @sameeraalduheem: للتو خرجنا من زيارة #الشيخ_خالد_الراشد 
لا جديد عنده
#يارب بلغنا بقدرتك صبرا وثباتا وفرجا 
#من_أخبار_الشيخ_خالد_الراشد  
#خالد_الراشد",1
554881869440090113,@AbuAustral Al Haqq Media,1
556167384084783104,"They will give the benefit of the doubt to the apostate rulers.
But if they hear a plate break they will issue a fatwa to kill mujahideen",1
555725451323506688,AlAzm center : Message to the Crusader alliance | cybercaliphate: http://t.co/pvwdTmGCpX via @YouTube,1
607453053873065984,"@ismail_yasa 
الفال لجميع الدول العربية إن شاء الله تختار نوابها وحكوماتها، #تركيا سبقت المنطقة بمراحل.. اللهم وفقها لنهضة وتنمية وعدالة",1
554686258526838786,Jabhat Al Nusra | Qalmoun | In result to the security break down in Lebanon you will hear surprises in the fate of prisoners of war we hold.,1
713137340173139969,"RT @made0in0war: 1-حشد الجيش الصفوي عدد كبير من القوات لمعركة حمص مستفيدين من الهدنة مع الفصائل ,فقد تم سحب القوات من جبهات الفصائل في حلب,الساحل,دمشق و درعا",1
563398877655883776,@IbnNabih1 @ahmedshaheed97 !!!! http://t.co/rTUXSi7KvM,1
555054677549940737,http://t.co/y8hzEGiyWt,1
712410110321098752,"سبحان الذي نصر عبده واعزّ جنده 
وهزم الاحزاب وحده
#غزوة_بروكسل
#Brussels
#Bruxelles
#brusselsattack
#ISIS https://t.co/KDar20D3Zh",1
563104232887558144,"@hessammhamad @AbuMusaBinKh @Abuazzam13 @Abu_Baraa1 he is not muslim ! .
He loves his nationality more than Islam",1
663811716896137216,"#Save_AlAqsa: #Palestine:  IDF occupation forces shot and wounded at least 2,617 Palestinians in October 2015.... https://t.co/72AAWTEiEe",1
555439492484841473,@SuspendedAccts @Protocol_Shami @Colonel_Shami @IbnAmghar9 @y__dohak @Al_Jabali_4 @hazmansaar @Haqqqseeker @treecatapple @dewla__account,1
753776383948619777,"RT @Rita_Katz: According to reports, #Nice #France attacker (31) originally from #Tunisia",1
720033795080978432,RT @AdamHasakah17: https://t.co/wszfpgsPd5,1
571252975076708352,"http://t.co/xoaN8kWUvB 
usud al sharqiya killed IS mujahideen in deir az zour and say these are presents for SAA general issam zahredeen",1
555490741661626368,"#pt Mujahid:""Islam is a religion of peace,but its a religion of justice,whoever has assaulted us,then we assault 'em"" http://t.co/AvvqNPdncI",1
554575752742842368,RT @uygaraktas: Abbas poses in Paris while thousands of #Palestinians are threatened with death in #Syria http://t.co/sJfgngTOkl,1
555226667581730816,RT @JihadiA6: :) http://t.co/9Lhy1WWIp9,1
555679660991070208,@TheVictoryFront akh need 2 DM,1
664490965386686464,RT. Follow and Support. Jzk Brother and Sisters.  https://t.co/a56Mjuaz75,1
553573005251862528,@Dz_Bara_ah partagez partout,1
2839024889453596516.M,"# Shias, If #mutah is considered as marriage then urine becomes drinking water...
#SeedhiBaat
1 retweet 0 likes
Reply   Retweet  1   
Like  
More
 Azhar Imtiya",1
748029302206242818,"RT @Hebzjja: @Horouf_TnT_3 
 جزيت الجنه ...",1
666384874924822530,Subhana'Allaah I've never seen so many suspensions in one day. Support each other ☝,1
556504446793162752,"Wilayat #Kirkuk
DAWLA'S SNIPER http://t.co/Ur8DLNgAqU",1
712824396524728320,"#أخبار_الخلافة
#ولاية_الأنبار

جانب من عمل مركز الدعوة والمساجد - إقامة مسابقة لتعلم فن الخطابة في مدينة #هيت https://t.co/HpKBdmLnww",1
562602503477686272,"We haven't even reached a £1000 for our mother 😞 don't abandon her, please donate for the sake of Allaah. http://t.co/RgoioeTxnt",1
555503270203256832,@th3killingmoon @speaker1970 @NoosiMsooNs @lortkipanidzeme http://t.co/y3NUnxhtvt,1
666249259193393152,"📚 |•

•| مقالة جديدة

•| أرثِيكِي أُمتِي فـأُعـذِرينِـي

✏ | أسْألـ الله الشَهادة @qq0p9

https://t.co/PLAG0m1KXT https://t.co/rnvpx7cjMb",1
563544624698900481,RT @rashedha111: أحسن الله عزاءالمسلمين عامة وأهل اليمن خاصة في مقتل الشيخ حارث وأخلف الله الأميرالصابرالمحتسب الشيخ بصيرالوحيشي خيرا وإنالله وإناإليه راجعون,1
753350881366585344,"@alras_88 @Abou_djaafar هاذا كله رسمي و لم ينفيه اسيادك المرتدين، و ليست رسومات او فوطيشوبات للاطفال https://t.co/2VjqdWo79I",1
734705893795860480,"Shia militia regiment commander sent to hell in Fallujah.

Their graveyard. https://t.co/7VUOLr8Zws",1
564864753169076225,RT @macroarch: People were furious over this situation. They start with Tripoli and they don't bother to touch Dahyeih that is filled with Hezbollah 1/,1
664855750594985984,"RT @HadithAllDay: The Prophet ﷺ said: ""The best marriage is the easiest.”

{الصحيحة ١٨٤٢}",1
810958451832737793,سابقين السفير الروسي لإستقباله فيما يستحقه ويستحقونه… https://t.co/HGE3fjg1Sw,1
553273031242440704,"صورة رائعة لشاب يتوضأ في باحات الأقصى رغم برودة الطقس
 #العاصفة_الثلجية_هدى http://t.co/r1i6syEQkO
عبر @mnaw7 
رباط رغم شدة الاحتلال والجو!",1
734647403924598784,"RT @ano___ans777: عشرات الأسعافات الأضافية تهرع من مناطق بغداد ألى الكرمة بأذن الله مجازر تشفي قلوبكم 
#كلنا_ام_المساجد",1
665906570472103936,RT @Al_Annabii: Poutine va envoyer 150 000 soldats russes en Syrie !!! https://t.co/e2BKDh1FUT,1
561588076669980673,"RT @abo_hafss_3: المكتب اﻹعﻻمي | #ولاية_نينوى
إصدار مرئي :
رسائل من أرض الرباط 1

https://t.co/20KOZje4YB

#الدولة_الإسلامية
http://t.co/pW5Em7A6xw",1
789825238900969472,"RT @ForestsOfCongo: #Iraq-i Army torturing kidnapped Muslim civilians who fled as refugees near #Mosul

https://t.co/BWkKUhXqcI",1
553591491483168768,@alwalawalbaraaa شهداء انشاء الله,1
561664786690105345,"@syrianalann 
فأي ردةِ بعد هذه!",1
666246069404229632,"دعم عااااااجل و صاااااااروخي
🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀
للأخ الفاضل الباحث الأمني
⏬⏬⏬⏬⏬⏬⏬⏬⏬⏬⏬⏬
 https://t.co/8LgUCM4UwG",1
570977664191893505,RT @alheetari22: ما أحلى صور الجهاد والمجاهدين وهم يهدمون قبرا أو يقتلون مرتدا أو ينفذون حدا أو يبنون جسرا أو يصنعون سلاحا  أو يعلمون جاهلا,1
553600686928445440,"Troll kafirs: I block your Tweets without even reading. Now die in your rage even more!

#JeSuisKouachi",1
662522724800143360,"""And remember the Name of your Lord & devote urself to Him with a complete devotion""
Quran 73:8
#FreeMuslimPrisoners https://t.co/TBQdIn1pnP",1
744931649733926912,"🔻
#عاجل
#وكالة_أعماق

 مقاتلو الدولة الإسلامية يسيطرون على قرية خربة الروس قرب ناحية #أبو_قلقل جنوب #منبج بريف #حلب https://t.co/AYb2SkrgkP",1
561542697517735936,"RT @KUWTIYA: ارتفاع عدد مبيعات المصاحف في فرنسا بعد حادث #شارلي_ايبدو

سبحان الله يحاربونه فيزيد انتشاراً
. http://t.co/Dejk1q9CPo",1
662656345796182021,"We are Muslims, the beautiful title Allaah gave us to call ourselves. Alhamdulillāh",1
753344335681290240,"Si les Saoud s alliaient au Chaytane en personne ctre les moujahidines, tu verrais les talafs se ranger du côté des premiers. Pourritures !",1
569496934949335040,"RT @UlamaWitness: ""If one misses Salah for studies or simiar, he may fall into shirk of love (leaving worship for something else)!"" http://t.co/Bxy5fhoWis",1
554381620782718977,"Very impressive
fighters holding the fronts in #Lattakia despite the #HudaStorm
RT
http://t.co/3fUD48AWF7",1
665520249920462848,@JKhashoggi ليش ارهابيه ليش مافيكم انصاف العالم كله يضرب داعش الا تمكلك داعش حق الرد ما يكفي انكم تقصفونها تردون الا ترد بعد هزلت والله,1
734467878464983044,"#كلنا_ام_المساجد
الى علماء الحيض نقول 
عندما يتكلم اهل الثغور يصمت اهل الجحور",1
562883622064377856,"@zabihmujahid @najmudi Americans will say ""it crashed due to technical issues"" like always ,YH sure.",1
668247946429898753,"@IHWCo Let them hang in on their tree, its the least they got after all their leaders left to join the Islamic State.",1
571882722483826690,@miramaurice http://t.co/y3flOG3hZW http://t.co/e7rsQuiDks http://t.co/ZXZkPFEUCn http://t.co/WGj18w2daQ http://t.co/VU1v8dxPi8,1
569581520589099011,"Ok so shabab calls for attacks on oxford st, #London all Muslims should be careful and avoid it the area.  A warning has been issued",1
665834045209780224,@meh38Za Jazak ALLAH khair sister May Allah bless you💙,1
554547398312071168,RT @BelovedAiysha: @dawla___account my heart flutters and my eyes tear up 2see a country gathered in thousands 2defend our BelovedMuhammad ﷺ❤️,1
666124291646341120,"RT @abdullahaltapa: Disaat yg dbantai itu muslim kalian diam, disaat yg mati itu kafir kalian mengonggong. Bukankah kalian muslim, muslim itu satu tubuh.",1
663712085075996672,@SultanMarshad انا انشر الشر ؟؟,1
562168444490354688,@anglo_klaxon these guys are so tough the half kill themselves to show there serious,1
565247604234416128,RT @S0ldier__: #true http://t.co/GyfdEuMpCd,1
567406362007961601,Pls follow are spread our brother's new account @khilafah_news__,1
564372250040627201,"4.Sahabeler, Mute savaşında yara almış ve hudeybiye sulhu ile geri çekilmişlerdi.Allah, Kuran da bunun apaçık Fetih olduğunu söylemiştir.",1
555026498420473857,RT @XHNews: Chinese military doctors leave Beijing for Sierra Leone to help the West African nation fight Ebola http://t.co/63Wratoafu,1
666710456002674688,RT @NetworkTawheed: #TawheedNetwork https://t.co/Or2PCPL2jl,1
734117589312544768,@XboxAbu @janatulnaeem222 هو شكله ما يعرف عربي بس قاعد يهايط وسوي نفسه فاهم 😭😂,1
711716406820270080,"#وكالة_أعماق
مقاتلو الدولة الإسلامية يستعيدون السيطرة على قريتي #مريغل و #الطوقلي في ريف حلب الشمالي وسقوط 15 قتيلا وجريحا من فصائل المعارضة",1
553290208951934976,@_AK_47_S @Salah_ad_Din1 loool sis peak,1
562617431630565378,"RT @sheikh_fulaani: Bismillah...

The 7th account. Previously known as fulaan_akh / FulaanBro / Sheikh Fulaan. More details will be put later.",1
712404500582039552,RT @AliIdris87a: @Raqqa_SL #Amaaq reports he's sound and alive. https://t.co/nxb8IpS06E,1
810649453480779777,@itsayshaxo @IkramH28 nokali what kind of bengali dont like tea,1
712641278391922688,"RT @syamilaJASMlN: Amaliyat istisyhad memukul sentralisasi kekuatan rezim Suriah di kawasan industri Deir al-Zour
Allahuakbar!! https://t.co/fBUf7insvm",1
554066869276401665,(فكذبوه فأخذهم عذاب يوم الظلة إنه كان عذاب يوم عظيم) [الشعراء:189] http://t.co/0HGgn8t8f6,1
734733730410008576,"#İslamDevleti 
#HilafetTR 
#HorasanVilayeti 

Zübeyr Bin Avvam -Radiyallahuanhu- Bölüğünden Görüntüler https://t.co/yvsTTtXAzn",1
667365746410921984,@AbdugheniSabit @SaqrQaiid did daesh execute them officially?,1
554428682836905985,RT @Elverojaguar: http://t.co/auWDgIlEtd,1
734414308256456704,"RT @FajrAliraq_News: أهالي قضاء ابو غريب يرصدون اليات عسكرية عليها رايات وكتابات فارسية متجهة الى #الفلوجة.
#مليشيات_إيران_تتوعد_الفلوجة https://t.co/mvK28YFCFn",1
571097303844397056,"إصدارات #الدولة_الإسلامية يحتوي على التقارير المصورة والمرئية والبيانات ويتم تحديث الإصدارات ..

http://t.co/BFLXTKHfBb",1
710805100202205185,Cennet bir düğme kadar yakın mücahitlere https://t.co/iL2DIBKMUQ,1
555219813539127296,"RT @wahwp1400: @yaseen_fifa @terrorist0011 @YazidBinMuaoiah 
أعراض المسلمات من مخيمات اللاجئين تباع في لبنان
ويسألوننا لماذا الذبح http://t.co/Tw9yOOMvAV",1
555828384794955779,"RT @khuraasani313: #Assad lieut. Alaa Barody published pics of him self burning a 4 years #SyrianChild yeah I know, who cares right! http://t.co/Xyc4igoWvU",1
563223180467122176,@abuzubeyr911 Ameen and you too akhil habeeb,1
753349478686621696,"@alras_88 @Abou_djaafar اما ان تاتي بدليل واضح او سيتم حظرك
امامك 10 دق https://t.co/72ZDpsHFkX",1
553616686151380992,RT @AFP: #BREAKING Armed robber takes two hostage at jewellery store in southern French city,1
554729473070096384,آخر مرة قرأت القرآن ! متى كانت ؟   http://t.co/8N66wh5yFH,1
561632058556964864,@saad_9141 @oamaz7 @AlOdailH @Ayman77Ahlawi77 هاذا الي نبيكم تفهمونه,1
794852387349528576,@rakan130 @JAZAlR يعني كربلاء مدينة من مدن اهل السنة والجماعة؟ طب ليش تريد من داعش تفجر فيها اذا هيك! 😂,1
720338001499398144,..may Allah look after you. 😔,1
568786395055202305,@aboxatab86 assalaam alaikum bray barez atwani followm bkay inshaallah,1
712966713466351616,"They were just used as scapegoats, but alhamdulilah their ordeal is finally over.  https://t.co/FU0lB3YjjB",1
664946317827956738,RT @Kamrul_Islam123: 💭💭 https://t.co/Ic5m4M5QvF,1
562883698966937600,How do people really forget that Rasululilah Sallallahu Alayhi Wasallam fought in 27 battles & only made Hajj once :/,1
562382143587115011,RT @alnusra_alfa: @16takarier ينفقون أموالهم ليصدوا عن سبيل الله فسينفقونها ثم تكون عليهم حسرة,1
561234394346958848,Please read what it says in the link. Wallah it's so deep 😞 donate for the sake of Allaah,1
565415718846726144,"RT @MOALIMUU: Alshabab attacked several military bases outside Barawe town including Ambresa, Maringubay villages.Maringubay chairman is killed.#Somalia",1
561677938488541184,RT @Ramiroo19: How sinful are the youth that speak kindly to their friends yet rudely to their beloved mothers.,1
666461310071140352,"RT @baqiya80: SHOUTOUT PLEASE SUPPORT
Abu Muhajir
@abu_muhajir7
Abu Muhajir
@abu_muhajir7 https://t.co/Uj4UE9BZ3j",1
571794198933983232,"RT @AliAlfarsiii: Only on the streets of khilafah

Nearly 2am this shop had all their items outside, while having no1 to look after it. http://t.co/djyMaKwmZQ",1
554713883840364544,It is plain to see those who do not rule & judge by the laws of Allah spread corruption & oppress the people !,1
665543296744222721,"@Magribiyyah in een woord ""verwerkelijkt"". Dus ""Dit fundament wordt enkel verwerkelijkt door het verlaten van het polytheïsme""",1
562053119798812673,"اتهمتونا بانا اتباع الزوابري وإنا نعُيد التجربة الجزائرية في الساحة الشامية
وإذا بمفتي الزوابري""ابي قتادة"" هوة مفتيكم!",1
811377799881785353,@Akeebomb i will in a jiffy,1
712198239265677312,"RT @oobaida_aao: عاجل | 

وكالة الأنباء البلجيكية : انفجارات في محطتي شومان ومالبيك لمترو الأنفاق في #بروكسل",1
554335685445173248,Kufar & munafiq leaders come together over #CharlieHebdo to grieve nvm the Palestine massacre just so shows you no1 cares for Muslim blood!,1
554067796318232576,RT @Umm_Anaas: This is so beautiful http://t.co/9ZdhIk1dcr,1
665835522368151552,"RT @Jazrawi_Oooud: Islamic state 
Jordan
Huge funeral of colonel Anwar abu zayd who killed US dogs in Jordan
: https://t.co/dCIuuiTFs7 https://t.co/fcMtwO09IP",1
710792246250119169,"📢📢
⬇⬇

. https://t.co/kunCaMJsua",1
564115865507868672,"RT @SmwAlfekr: تضيق علينادنيانابهمومهاوآلامهافنذهب لفلان وعلان علّنانجد عنده مايخفف أوجاعناونغفل عن:
(أمّن يجيب المضطر إذادعاه)
#بوح http://t.co/eFe1updjzs",1
-5579706819308160697.M,"“And if anyone of the Mushrikun seeks your protection then grant him protection, so that he may hear the Word of Allah.",1
554355460061822976,RT @DawahAk1: #JeSuisMuslim http://t.co/3O7Rds1gzq,1
742238153428197376,"RT @Be_Like_Bilal: 50+ Muslims died today in Idlib
50+ Gays died today in USA

Dollar scholars like mufti menk only care about one group of people.",1
563364813427183616,@AbuIyaadSP interesting - considering that I have never been a member of Hizb ut Tahrir in my life.,1
553825962505543681,"RT @RudwawEnglish: CORRECTION: 
We erroneously reported a news that turned out to be genuine last week. 
This is not part of RUDAW editorial policy. 
Sorry.",1
561249150004518912,@TmKlash لهيب الحرب ولا مقارنه احدث نقله نوعيه حتى اصبح حديث الغرب والشرق .. عمل بذل فيه جهد عظيم من اجله !!,1
663120245847105536,RT @TawheedNetwrk: I remember those beautiful brothers in Belmarsh prison maintaining a constant smile even though their world was crumbling in front of them,1
569475638035406849,"The West has been plundering our wealth for centuries. Now 
is the time for payback.",1
665661149870977025,RT @UmmUmarah2: https://t.co/49N8BNYHwj,1
563565879456063488,Follow my beloved brother @striv5r,1
666207435837669376,"RT @abbasalbejawi: #Shia heretic tells the turh with out Taqiya that al-Baghdadi is doing the same thing Abu Bakr al-Siddiq did 

https://t.co/YTDn6eKHti",1
571742702561329153,RT @gharibakhadija: http://t.co/kkvqtkRYqh,1
556064397567614976,"BREAKING UPDATE: AFP photographer shot at Pakistan #CharlieHebdo protest, in serious condition. http://t.co/kPxzvmRQka",1
667028125411356672,@MaghrebiWTNSS @AbuIzzadeen2 bruv stop wid the b***h talk where the sdf il kill them right now. If your not here keep it shut.,1
665868057840062464,"RT @kayadamVF: STOP SPREADING THIS PIC, IM FED UP OF SEEING THIS FAKE PIC CLAIMING TO BE ONE OF OUR MARTYRED FROM THE #ParisAttacks https://t.co/5CrKozsgxf",1
606906185548066816,"The regime air force strikes west of Rif Dimashq and the Eastern Ghouta, while 10 fighters killed i... http://t.co/cZG7P1GfmN #Terrorism",0
562372873784795136,RT @AzalCrow: @cptabdulsatar @lawen9991 We support the Peshmerga all the way to victory!,0
719465847283179521,RT @kenanmalik: Would be interesting to check what percentage of British Muslims live in areas of more than 20% concentration. https://t.co/YX5V8MCLPx,0
712547964120670208,"België is allemaal ons land,ook al raken ze ons in het hart,we zullen niet toegeven aan deze laffe barbaren,samen zijn wij de mensheid.",0
